Marca temporal,Edad:,Género,Tipo de colegio,Facultad,Carrera ,Carrera,Carrera,Carrera,Carrera,Año de carrera,Rendimiento académico general,Rendimiento académico último cuatrimestre,¿Cuántas horas duermes? (en periodo de exámenes),¿Cuántas horas duermes? (excluyendo periodo de exámenes),¿Cuántas horas de ocio? (en periodo de exámenes),¿Cuántas horas de ocio tienes? (excluyendo periodo de exámenes),¿Cuántas horas de estudio independiente? (excluyendo periodo de exámenes),¿Cuántas horas de estudio independiente? (en periodo de exámenes),¿Cómo de saludables definirías tus hábitos nutricionales?,¿Cuán activa definirías tu vida social?,¿Cuál es tu situación doméstica?,¿Cuál es tu situación laboral?,¿Consideras que tienes estrés?,¿Tomas alguna medida para combatir tu estrés?,¿Cuántas veces sales de fiesta al mes? (sin período de exámenes),¿Cuántas veces a la semana haces deporte? (sin estar en período de exámenes),Hobbies,¿Tienes pareja estable?,¿Cuánto tiempo pasas con tu pareja? (en período de exámenes),¿Cuánto tiempo pasas con tu pareja? (sin estar en período de exámenes)
11/04/2022 14:55:58,24,Mujer,Concertado,Economía y Empresa,Administración de Empresas,,,,,Segundo año,Entre 7 y 8,Entre 8 y 9,entre 6 y 7 horas diarias,entre 7 y 8 horas diarias,menos de 1 hora diaria,entre 4 y 5 horas diarias,entre 1 y 2 horas diarias,entre 2 y 3 horas diarias,7,8,Vivo con mis padres,Tengo trabajo estable,Sí,No,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Escuchar música, Ver películas",Si,Entre 2 y 4 horas diarias,Entre 4 y 6 horas diarias
11/04/2022 15:21:02,22,Hombre,Público,Economía y Empresa,Administración de Empresas,,,,,Tercer año,Entre 6 y 7,Entre 7 y 8,entre 6 y 7 horas diarias,entre 6 y 7 horas diarias,entre 2 y 3 horas diarias,entre 5 y 6 horas diarias,entre 1 y 2 horas diarias,entre 6 y 7 horas diarias,9,8,Vivo con mis padres,No tengo trabajo,Tal vez,Si,Salgo de fiesta una o dos veces al mes,5 o más,"Escuchar música, Leer, Ver películas",Si,Tengo una relación a distáncia,Tengo una relación a distáncia
11/04/2022 15:21:02,20,Hombre,Concertado,Economía y Empresa,Administración de Empresas,,,,,Tercer año,Entre 6 y 7,Entre 7 y 8,entre 6 y 7 horas diarias,entre 6 y 7 horas diarias,entre 2 y 3 horas diarias,entre 4 y 5 horas diarias,entre 1 y 2 horas diarias,entre 6 y 7 horas diarias,7,8,Vivo con mis padres,Trabajo en verano,Tal vez,Si,Salgo de fiesta más de dos veces al mes,3 o 4 veces por semana,"Cocina, Escuchar música, Videojuegos",Si,Menos de 2 horas diarias,Entre 4 y 6 horas diarias
11/04/2022 15:29:12,23,Mujer,Concertado,EPS,,,,,Edificación,Cuarto año,Entre 6 y 7,Entre 5 y 6,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 2 y 3 horas diarias,menos de 1 hora diaria,entre 4 y 5 horas diarias,9,5,Vivo con mis padres,No tengo trabajo,Tal vez,Si,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Bailar, Escuchar música, Leer, Ver películas",Si,Menos de 2 horas diarias,Entre 2 y 4 horas diarias
11/04/2022 15:34:14,20,Mujer,Concertado,EPS,,,,,Ingeniería Telemática,Segundo año,Entre 7 y 8,Entre 5 y 6,entre 5 y 6 horas diarias,entre 5 y 6 horas diarias,entre 1 y 2 horas diarias,entre 4 y 5 horas diarias,entre 6 y 7 horas diarias,entre 6 y 7 horas diarias,7,7,Vivo en un piso compartido,No tengo trabajo,Sí,No,Salgo de fiesta una o dos veces al mes,Casi nunca/No hago deporte,"Escuchar música, Leer, Ver películas",Si,Tengo una relación a distáncia,Tengo una relación a distáncia
11/04/2022 15:48:21,20,Mujer,Público,Educación,,,Educación infantil,,,Primer año,Entre 6 y 7,Entre 7 y 8,entre 6 y 7 horas diarias,entre 6 y 7 horas diarias,entre 1 y 2 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,entre 3 y 4 horas diarias,6,7,Vivo en un piso compartido,Trabajo en verano,Sí,Si,Nunca o casi nunca salgo de fiesta,5 o más,Escuchar música,Si,Entre 4 y 6 horas diarias,Entre 6 y 8 horas diarias
11/04/2022 15:48:25,24,Mujer,Público,Educación,,,Educación infantil,,,Primer año,Entre 8 y 9,Entre 8 y 9,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,2,8,Vivo con mis padres,Tengo trabajo estable,Tal vez,No,Salgo de fiesta una o dos veces al mes,Casi nunca/No hago deporte,"Escuchar música, Fotografía, Leer, Ver películas",Si,Menos de 2 horas diarias,Entre 2 y 4 horas diarias
11/04/2022 15:50:18,21,Mujer,Público,Educación,,,Educación infantil,,,Primer año,Entre 7 y 8,Entre 7 y 8,entre 5 y 6 horas diarias,entre 7 y 8 horas diarias,menos de 1 hora diaria,entre 2 y 3 horas diarias,menos de 1 hora diaria,entre 3 y 4 horas diarias,8,8,Vivo con mis padres,Tengo trabajo estable,Sí,Si,Salgo de fiesta más de dos veces al mes,1 o 2 veces por semana,"Bailar, Escuchar música",Si,Menos de 2 horas diarias,Entre 2 y 4 horas diarias
11/04/2022 15:55:40,25,Mujer,Público,Educación,,,Educación social,,,Segundo año,Entre 7 y 8,Entre 8 y 9,entre 4 y 5 horas diarias,entre 6 y 7 horas diarias,menos de 1 hora diaria,entre 2 y 3 horas diarias,entre 3 y 4 horas diarias,entre 7 y 8 horas diarias,10,8,Vivo con mis padres,Trabajo de manera esporádica,Sí,Si,Salgo de fiesta una o dos veces al mes,Casi nunca/No hago deporte,"Bailar, Cocina, Dibujar, Escuchar música, Leer, Meditación/Yoga, Ver películas",Si,Menos de 2 horas diarias,Entre 4 y 6 horas diarias
11/04/2022 15:55:43,19,Mujer,Público,Educación,,,Educación social,,,Segundo año,Entre 7 y 8,Entre 8 y 9,entre 6 y 7 horas diarias,entre 8 y 9 horas diarias,menos de 1 hora diaria,entre 2 y 3 horas diarias,entre 3 y 4 horas diarias,entre 6 y 7 horas diarias,8,8,Vivo en un piso compartido,Trabajo en verano,Sí,Si,Salgo de fiesta una o dos veces al mes,3 o 4 veces por semana,"Escuchar música, Ver películas, Videojuegos",Si,Menos de 2 horas diarias,Entre 2 y 4 horas diarias
11/04/2022 16:07:06,20,Mujer,Concertado,Filosofía y Letras,,,,Filosofía,,Tercer año,Entre 7 y 8,Entre 6 y 7,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,menos de 1 hora diaria,entre 3 y 4 horas diarias,entre 1 y 2 horas diarias,entre 6 y 7 horas diarias,3,2,Vivo con mis padres,Trabajo de manera esporádica,Sí,Si,Nunca o casi nunca salgo de fiesta,1 o 2 veces por semana,"Escuchar música, Ver películas",Si,Entre 2 y 4 horas diarias,Entre 4 y 6 horas diarias
11/04/2022 16:26:19,24,Mujer,Público,Filosofía y Letras,,,,Historia del arte,,Tercer año,Entre 6 y 7,Entre 6 y 7,entre 6 y 7 horas diarias,entre 6 y 7 horas diarias,entre 2 y 3 horas diarias,entre 2 y 3 horas diarias,menos de 1 hora diaria,entre 4 y 5 horas diarias,7,6,Vivo con mis padres,Trabajo en verano,Sí,Si,Nunca o casi nunca salgo de fiesta,1 o 2 veces por semana,"Coser/ganchillo, Instrumento musical, Leer, Videojuegos",Si,Entre 2 y 4 horas diarias,Entre 4 y 6 horas diarias
11/04/2022 16:26:28,20,Hombre,Público,Filosofía y Letras,,,,Historia del arte,,Tercer año,Entre 9 y 10,Entre 9 y 10,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 2 y 3 horas diarias,entre 2 y 3 horas diarias,entre 3 y 4 horas diarias,entre 2 y 3 horas diarias,7,6,Vivo con mis padres,Trabajo en verano,Sí,Si,Nunca o casi nunca salgo de fiesta,1 o 2 veces por semana,"Escuchar música, Instrumento musical, Leer, Meditación/Yoga",Si,Menos de 2 horas diarias,Entre 2 y 4 horas diarias
11/04/2022 16:32:43,22,Hombre,Concertado,Ciencias,,Física,,,,Cuarto año,Entre 6 y 7,Entre 6 y 7,entre 6 y 7 horas diarias,entre 6 y 7 horas diarias,entre 2 y 3 horas diarias,entre 3 y 4 horas diarias,entre 3 y 4 horas diarias,entre 4 y 5 horas diarias,3,6,Vivo con mis padres,Trabajo en verano,Tal vez,No,Nunca o casi nunca salgo de fiesta,Casi nunca/No hago deporte,"Escuchar música, Ver películas, Videojuegos",Si,Menos de 2 horas diarias,Entre 4 y 6 horas diarias
11/04/2022 16:44:10,18,Hombre,Concertado,Economía y Empresa,Administración de Empresas,,,,,Primer año,Menor que 4,Menor que 4,entre 5 y 6 horas diarias,más de 9 horas diarias,entre 3 y 4 horas diarias,entre 5 y 6 horas diarias,menos de 1 hora diaria,entre 4 y 5 horas diarias,10,8,Vivo con mis padres,Trabajo de manera esporádica,Tal vez,No,Salgo de fiesta más de dos veces al mes,5 o más,"Cocina, Dibujar",Si,Menos de 2 horas diarias,Menos de 2 horas diarias
11/04/2022 16:45:12,18,Hombre,Concertado,Ciencias,,Física,,,,Primer año,Entre 7 y 8,Entre 7 y 8,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 2 y 3 horas diarias,entre 2 y 3 horas diarias,menos de 1 hora diaria,entre 2 y 3 horas diarias,5,8,Vivo en un piso compartido,No tengo trabajo,Sí,No,Salgo de fiesta más de dos veces al mes,3 o 4 veces por semana,"Escuchar música, Instrumento musical, Leer, Ver películas, Videojuegos",Si,Entre 6 y 8 horas diarias,Entre 6 y 8 horas diarias
11/04/2022 17:41:53,21,Hombre,Concertado,Ciencias,,Física,,,,Cuarto año,Entre 8 y 9,Entre 8 y 9,entre 6 y 7 horas diarias,entre 5 y 6 horas diarias,entre 1 y 2 horas diarias,menos de 1 hora diaria,entre 4 y 5 horas diarias,más de 8 horas diarias,6,6,Vivo con mis padres,Trabajo en verano,No,,Nunca o casi nunca salgo de fiesta,Casi nunca/No hago deporte,Ver películas,Si,Entre 4 y 6 horas diarias,Entre 2 y 4 horas diarias
12/04/2022 9:57:18,23,Mujer,Público,Filosofía y Letras,,,,Historia del arte,,Segundo año,Entre 6 y 7,Entre 6 y 7,entre 6 y 7 horas diarias,entre 6 y 7 horas diarias,entre 1 y 2 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,entre 3 y 4 horas diarias,8,5,Vivo con mis padres,No tengo trabajo,Sí,Si,Salgo de fiesta una o dos veces al mes,1 o 2 veces por semana,"Dibujar, Escuchar música, Fotografía, Teatro",Si,Menos de 2 horas diarias,Menos de 2 horas diarias
12/04/2022 9:59:20,23,Hombre,Público,Educación,,,Psicología,,,Tercer año,Entre 7 y 8,Entre 7 y 8,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 2 y 3 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,entre 2 y 3 horas diarias,8,5,Vivo con mis padres,No tengo trabajo,Sí,Si,Nunca o casi nunca salgo de fiesta,1 o 2 veces por semana,"Bailar, Leer, Meditación/Yoga",Si,Tengo una relación a distáncia,Tengo una relación a distáncia
12/04/2022 10:01:21,24,Mujer,Privado,Economía y Empresa,Administración de Empresas,,,,,Cuarto año,Entre 6 y 7,Entre 6 y 7,entre 6 y 7 horas diarias,entre 6 y 7 horas diarias,entre 1 y 2 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,entre 3 y 4 horas diarias,9,5,Vivo en un piso compartido,No tengo trabajo,Sí,Si,Nunca o casi nunca salgo de fiesta,1 o 2 veces por semana,"Bailar, Coser/ganchillo, Escuchar música, Ver películas",Si,Menos de 2 horas diarias,Menos de 2 horas diarias
12/04/2022 10:08:01,22,Mujer,Concertado,EPS,,,,,Ingeniería Informática,Segundo año,Entre 6 y 7,Entre 6 y 7,entre 6 y 7 horas diarias,entre 6 y 7 horas diarias,entre 1 y 2 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,entre 3 y 4 horas diarias,6,5,Vivo en un piso compartido,Trabajo en verano,Sí,No,Nunca o casi nunca salgo de fiesta,Casi nunca/No hago deporte,"Escuchar música, Instrumento musical, Ver películas",Si,Tengo una relación a distáncia,Tengo una relación a distáncia
12/04/2022 11:15:25,29,Hombre,Concertado,EPS,,,,,Edificación,Tercer año,Entre 6 y 7,Entre 5 y 6,entre 6 y 7 horas diarias,entre 7 y 8 horas diarias,menos de 1 hora diaria,entre 1 y 2 horas diarias,entre 1 y 2 horas diarias,entre 2 y 3 horas diarias,8,3,Vivo con mis padres,No tengo trabajo,No,,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Escuchar música, Leer",Si,Menos de 2 horas diarias,Entre 2 y 4 horas diarias
12/04/2022 11:17:28,25,Mujer,Concertado,Economía y Empresa,Doble grado de AdE y Economía,,,,,Tercer año,Entre 7 y 8,Entre 7 y 8,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,menos de 1 hora diaria,entre 2 y 3 horas diarias,entre 3 y 4 horas diarias,entre 5 y 6 horas diarias,8,2,Vivo con mis padres,No tengo trabajo,No,,Nunca o casi nunca salgo de fiesta,1 o 2 veces por semana,"Cocina, Leer, Ver películas",Si,Tengo una relación a distáncia,Tengo una relación a distáncia
12/04/2022 14:09:19,35,Hombre,Concertado,Educación,,,Pedagogía,,,Tercer año,Entre 7 y 8,Entre 7 y 8,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 2 y 3 horas diarias,entre 3 y 4 horas diarias,entre 5 y 6 horas diarias,5,8,Vivo en un piso compartido,Busco trabajo de manera activa,Sí,Si,Salgo de fiesta una o dos veces al mes,1 o 2 veces por semana,"Cocina, Escuchar música, Teatro",Si,Tengo una relación a distáncia,Entre 2 y 4 horas diarias
12/04/2022 14:11:19,33,Mujer,Público,Educación,,,Enfermería,,,Cuarto año,Entre 7 y 8,Entre 7 y 8,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,menos de 1 hora diaria,entre 3 y 4 horas diarias,entre 3 y 4 horas diarias,entre 5 y 6 horas diarias,9,5,Vivo con mis padres,Trabajo en verano,Sí,Si,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Cocina, Escuchar música, Meditación/Yoga, Teatro, Ver películas",Si,Tengo una relación a distáncia,Entre 2 y 4 horas diarias
12/04/2022 14:14:49,24,Hombre,Público,Ciencias,,Biología,,,,Tercer año,Entre 5 y 6,Entre 4 y 5,entre 6 y 7 horas diarias,entre 6 y 7 horas diarias,menos de 1 hora diaria,entre 3 y 4 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,6,5,Vivo con mis padres,Busco trabajo de manera activa,Sí,Si,Salgo de fiesta una o dos veces al mes,Casi nunca/No hago deporte,"Cocina, Escuchar música, Ver películas",Si,Tengo una relación a distáncia,Entre 2 y 4 horas diarias
12/04/2022 14:45:10,26,Mujer,Público,EPS,,,,,Ingeniería Agroalimentaria y de Medio Rural,Tercer año,Entre 7 y 8,Entre 8 y 9,entre 6 y 7 horas diarias,entre 7 y 8 horas diarias,menos de 1 hora diaria,entre 2 y 3 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,7,6,Vivo en un piso compartido,Tengo trabajo estable,Tal vez,Si,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Cocina, Escuchar música, Leer",Si,Menos de 2 horas diarias,Entre 2 y 4 horas diarias
12/04/2022 14:48:54,21,,Público,EPS,,,,,Ingeniería Agroalimentaria y de Medio Rural,Tercer año,Entre 6 y 7,Entre 6 y 7,entre 8 y 9 horas diarias,entre 8 y 9 horas diarias,menos de 1 hora diaria,entre 1 y 2 horas diarias,entre 1 y 2 horas diarias,entre 7 y 8 horas diarias,9,8,Vivo con mis padres,Trabajo en verano,No,,Salgo de fiesta más de dos veces al mes,3 o 4 veces por semana,"Bricolaje/Jardinería, Cocina, Ver películas",Si,8 o más horas diarias,8 o más horas diarias
12/04/2022 15:05:14,21,Mujer,Público,Educación,,,Enfermería,,,Segundo año,Entre 7 y 8,Entre 7 y 8,entre 5 y 6 horas diarias,entre 8 y 9 horas diarias,entre 1 y 2 horas diarias,entre 6 y 7 horas diarias,menos de 1 hora diaria,más de 8 horas diarias,8,8,Vivo en un piso compartido,Trabajo en verano,Sí,No,Salgo de fiesta una o dos veces al mes,3 o 4 veces por semana,"Escuchar música, Leer, Ver películas, Videojuegos",Si,Menos de 2 horas diarias,Entre 6 y 8 horas diarias
12/04/2022 15:05:15,21,Hombre,Público,Educación,,,Enfermería,,,Segundo año,Entre 7 y 8,Entre 7 y 8,entre 5 y 6 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 6 y 7 horas diarias,menos de 1 hora diaria,entre 6 y 7 horas diarias,6,8,Vivo en un piso compartido,Trabajo en verano,Sí,Si,Salgo de fiesta más de dos veces al mes,5 o más,"Bailar, Escuchar música, Leer, Ver películas, Videojuegos",Si,Entre 2 y 4 horas diarias,Entre 6 y 8 horas diarias
12/04/2022 15:18:02,20,Hombre,Público,Educación,,,Educación primaria,,,Segundo año,Entre 6 y 7,Entre 6 y 7,entre 8 y 9 horas diarias,entre 8 y 9 horas diarias,entre 3 y 4 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,6,8,Vivo con mis padres,No tengo trabajo,No,,Salgo de fiesta una o dos veces al mes,3 o 4 veces por semana,"Escuchar música, Leer, Ver películas, Videojuegos",Si,Menos de 2 horas diarias,Entre 6 y 8 horas diarias
12/04/2022 15:52:42,22,Mujer,Concertado,Ciencias,,Bioquímica,,,,Tercer año,Entre 7 y 8,Entre 7 y 8,entre 5 y 6 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 4 y 5 horas diarias,entre 2 y 3 horas diarias,entre 5 y 6 horas diarias,10,8,Vivo en un piso compartido,No tengo trabajo,Sí,Si,Salgo de fiesta una o dos veces al mes,3 o 4 veces por semana,"Bailar, Cocina, Escuchar música, Leer, Ver películas",Si,Menos de 2 horas diarias,Entre 4 y 6 horas diarias
12/04/2022 15:53:08,18,Hombre,Público,Ciencias,,Física,,,,Primer año,Menor que 4,Menor que 4,entre 8 y 9 horas diarias,más de 9 horas diarias,entre 5 y 6 horas diarias,entre 5 y 6 horas diarias,menos de 1 hora diaria,entre 1 y 2 horas diarias,3,6,Vivo en un piso compartido,No tengo trabajo,Sí,No,Nunca o casi nunca salgo de fiesta,Casi nunca/No hago deporte,"Escuchar música, Instrumento musical, Videojuegos",Si,Tengo una relación a distáncia,Tengo una relación a distáncia
12/04/2022 15:58:10,24,Hombre,Público,Ciencias,,Física,,,,Cuarto año,Entre 7 y 8,Entre 8 y 9,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,entre 1 y 2 horas diarias,entre 2 y 3 horas diarias,6,9,Vivo en un piso compartido,Trabajo en verano,Sí,Si,Salgo de fiesta más de dos veces al mes,1 o 2 veces por semana,"Cocina, Escuchar música, Leer",Si,Tengo una relación a distáncia,Tengo una relación a distáncia
12/04/2022 16:00:03,21,Mujer,Concertado,Educación,,,Educación infantil,,,Tercer año,Entre 5 y 6,Entre 4 y 5,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 4 y 5 horas diarias,menos de 1 hora diaria,entre 2 y 3 horas diarias,9,9,Vivo en un piso compartido,Trabajo en verano,No,,Salgo de fiesta una o dos veces al mes,3 o 4 veces por semana,"Bailar, Escuchar música, Fotografía, Instrumento musical, Ver películas",Si,Menos de 2 horas diarias,Entre 6 y 8 horas diarias
12/04/2022 16:03:13,19,Hombre,Público,Economía y Empresa,Economía,,,,,Segundo año,Entre 6 y 7,Entre 7 y 8,entre 5 y 6 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,8,7,Vivo con mis padres,No tengo trabajo,Tal vez,No,Salgo de fiesta una o dos veces al mes,3 o 4 veces por semana,"Cocina, Escuchar música, Fotografía, Leer",Si,Menos de 2 horas diarias,Entre 4 y 6 horas diarias
12/04/2022 16:18:08,21,Mujer,Privado,EPS,,,,,Matemáticas,Tercer año,Entre 6 y 7,Entre 5 y 6,entre 7 y 8 horas diarias,más de 9 horas diarias,entre 4 y 5 horas diarias,más de 8 horas diarias,entre 2 y 3 horas diarias,entre 5 y 6 horas diarias,6,6,Vivo con mis padres,Trabajo en verano,Sí,Si,Salgo de fiesta una o dos veces al mes,5 o más,"Dibujar, Escuchar música, Fotografía",Si,Entre 4 y 6 horas diarias,8 o más horas diarias
13/04/2022 12:29:34,22,Hombre,Público,EPS,,,,,Ingeniería Informática,Cuarto año,Entre 6 y 7,Entre 5 y 6,entre 6 y 7 horas diarias,entre 7 y 8 horas diarias,entre 3 y 4 horas diarias,entre 5 y 6 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,3,4,Vivo en un piso compartido,Trabajo en verano,Sí,No,Salgo de fiesta más de dos veces al mes,1 o 2 veces por semana,"Escuchar música, Ver películas, Videojuegos",Si,Tengo una relación a distáncia,Tengo una relación a distáncia
24/04/2022 12:59:57,23,Hombre,Público,Filosofía y Letras,,,,Historia,,Cuarto año,Entre 6 y 7,Entre 6 y 7,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 2 y 3 horas diarias,entre 1 y 2 horas diarias,entre 3 y 4 horas diarias,8,8,Vivo con mis padres,Trabajo en verano,No,,Salgo de fiesta una o dos veces al mes,3 o 4 veces por semana,"Dibujar, Escuchar música, Ver películas",Si,Menos de 2 horas diarias,Entre 4 y 6 horas diarias
9/05/2022 14:00:06,19,Mujer,Concertado,Filosofía y Letras,,,,Estudios Ingleses,,Primer año,Entre 5 y 6,Entre 5 y 6,entre 8 y 9 horas diarias,entre 6 y 7 horas diarias,entre 7 y 8 horas diarias,entre 5 y 6 horas diarias,menos de 1 hora diaria,entre 5 y 6 horas diarias,8,8,Vivo en un piso compartido,Trabajo de manera esporádica,Sí,Si,Salgo de fiesta una o dos veces al mes,3 o 4 veces por semana,"Bailar, Instrumento musical, Teatro",Si,Entre 4 y 6 horas diarias,Entre 2 y 4 horas diarias
9/05/2022 14:03:22,18,Mujer,Público,Filosofía y Letras,,,,Estudios Ingleses,,Primer año,Entre 6 y 7,Entre 6 y 7,entre 5 y 6 horas diarias,entre 5 y 6 horas diarias,entre 2 y 3 horas diarias,más de 8 horas diarias,menos de 1 hora diaria,entre 1 y 2 horas diarias,5,7,Vivo en un piso compartido,No tengo trabajo,Sí,Si,Salgo de fiesta más de dos veces al mes,1 o 2 veces por semana,"Bailar, Fotografía, Leer, Ver películas",Si,Entre 4 y 6 horas diarias,Entre 4 y 6 horas diarias
9/05/2022 14:09:15,18,Mujer,Concertado,Filosofía y Letras,,,,Estudios Ingleses,,Primer año,Entre 6 y 7,Entre 6 y 7,entre 5 y 6 horas diarias,entre 6 y 7 horas diarias,entre 1 y 2 horas diarias,entre 2 y 3 horas diarias,menos de 1 hora diaria,entre 5 y 6 horas diarias,3,6,Vivo con mis padres,No tengo trabajo,Tal vez,No,Salgo de fiesta una o dos veces al mes,1 o 2 veces por semana,"Instrumento musical, Teatro",Si,Menos de 2 horas diarias,Entre 2 y 4 horas diarias
9/05/2022 14:10:55,19,Mujer,Concertado,Filosofía y Letras,,,,Estudios Ingleses,,Primer año,Entre 7 y 8,Entre 7 y 8,entre 8 y 9 horas diarias,entre 8 y 9 horas diarias,entre 2 y 3 horas diarias,entre 2 y 3 horas diarias,menos de 1 hora diaria,entre 3 y 4 horas diarias,7,7,Vivo con mis padres,Tengo trabajo estable,No,,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Dibujar, Instrumento musical, Leer",Si,Menos de 2 horas diarias,Menos de 2 horas diarias
9/05/2022 14:12:43,19,Mujer,Concertado,Filosofía y Letras,,,,Estudios Ingleses,,Primer año,Entre 5 y 6,Entre 5 y 6,entre 6 y 7 horas diarias,entre 8 y 9 horas diarias,entre 5 y 6 horas diarias,entre 7 y 8 horas diarias,menos de 1 hora diaria,entre 4 y 5 horas diarias,8,8,Vivo en un piso compartido,Trabajo de manera esporádica,Sí,Si,Salgo de fiesta una o dos veces al mes,3 o 4 veces por semana,"Bailar, Instrumento musical, Teatro",Si,Entre 2 y 4 horas diarias,Entre 4 y 6 horas diarias
11/05/2022 15:39:10,24,Mujer,Público,Ciencias,,Química,,,,Tercer año,Entre 7 y 8,Entre 7 y 8,entre 5 y 6 horas diarias,entre 7 y 8 horas diarias,menos de 1 hora diaria,entre 1 y 2 horas diarias,menos de 1 hora diaria,entre 7 y 8 horas diarias,6,5,Vivo con mis padres,Tengo trabajo estable,Sí,Si,Nunca o casi nunca salgo de fiesta,1 o 2 veces por semana,"Dibujar, Escuchar música, Fotografía, Instrumento musical, Leer, Ver películas",Si,Menos de 2 horas diarias,Menos de 2 horas diarias
12/05/2022 16:28:02,19,Hombre,Público,Educación,,,Educación primaria,,,Segundo año,Entre 7 y 8,Entre 8 y 9,entre 5 y 6 horas diarias,entre 7 y 8 horas diarias,entre 1 y 2 horas diarias,entre 4 y 5 horas diarias,entre 2 y 3 horas diarias,entre 6 y 7 horas diarias,6,7,Vivo en un piso compartido,Trabajo en verano,Sí,Si,Nunca o casi nunca salgo de fiesta,3 o 4 veces por semana,"Bailar, Bricolaje/Jardinería, Cocina, Escuchar música, Teatro, Ver películas",Si,Menos de 2 horas diarias,8 o más horas diarias
13/05/2022 9:08:32,19,Mujer,Público,Educación,,,Educación primaria,,,Segundo año,Entre 8 y 9,Entre 8 y 9,entre 7 y 8 horas diarias,entre 7 y 8 horas diarias,menos de 1 hora diaria,entre 2 y 3 horas diarias,entre 2 y 3 horas diarias,entre 7 y 8 horas diarias,7,4,Vivo con mis padres,No tengo trabajo,Sí,Si,Nunca o casi nunca salgo de fiesta,1 o 2 veces por semana,"Cocina, Escuchar música, Instrumento musical, Ver películas",Si,Tengo una relación a distáncia,Tengo una relación a distáncia
13/05/2022 9:41:16,21,Hombre,Público,EPS,,,,,Matemáticas,Cuarto año,Entre 6 y 7,Entre 7 y 8,entre 4 y 5 horas diarias,entre 5 y 6 horas diarias,entre 1 y 2 horas diarias,entre 2 y 3 horas diarias,entre 3 y 4 horas diarias,entre 6 y 7 horas diarias,5,4,Vivo con mis padres,Trabajo en verano,Sí,No,Nunca o casi nunca salgo de fiesta,1 o 2 veces por semana,"Escuchar música, Ver películas, Videojuegos",Si,Menos de 2 horas diarias,Entre 2 y 4 horas diarias
13/05/2022 10:47:39,21,Hombre,Público,EPS,,,,,Edificación,Tercer año,Entre 6 y 7,Entre 6 y 7,entre 8 y 9 horas diarias,entre 8 y 9 horas diarias,entre 3 y 4 horas diarias,entre 3 y 4 horas diarias,entre 2 y 3 horas diarias,entre 3 y 4 horas diarias,8,10,Vivo con mis padres,Trabajo en verano,Tal vez,NS/NC,Salgo de fiesta una o dos veces al mes,3 o 4 veces por semana,"Escuchar música, Fotografía, Leer, Ver películas",Si,Entre 4 y 6 horas diarias,Entre 4 y 6 horas diarias
